session_id,user_id,age_group,gender,device,traffic_source,landing_page,session_duration_sec,pages_visited,bounce,conversion
399,1111,25-34,Male,Desktop,Social Media,Product Page,94,2,0,1
400,1509,45-54,Male,Desktop,Social Media,Homepage,191,5,0,1
401,1472,25-34,Female,Mobile,Organic Search,Product Page,548,9,0,0
402,1098,25-34,Other,Mobile,Organic Search,Product Page,135,7,0,1
403,1152,18-24,Female,Tablet,Direct,Pricing,278,7,0,1
404,1860,35-44,Male,Desktop,Organic Search,Homepage,251,5,1,1
405,1913,35-44,Other,Mobile,Direct,Product Page,458,2,0,1
406,1895,25-34,Female,Tablet,Social Media,Blog,43,4,0,1
407,1877,18-24,Male,Desktop,Organic Search,Cart,316,7,0,0
408,1337,45-54,Other,Mobile,Social Media,Pricing,424,6,1,1
409,1705,18-24,Female,Mobile,Organic Search,Homepage,89,4,0,1
410,1821,35-44,Female,Mobile,Social Media,Blog,67,9,0,1
411,1162,55+,Female,Desktop,Direct,Blog,546,7,1,1
412,1719,25-34,Male,Mobile,Social Media,Blog,177,4,0,1
413,1956,18-24,Male,Mobile,Organic Search,Pricing,86,4,0,0
414,1680,35-44,Female,Mobile,Direct,Cart,282,8,0,0
415,1995,45-54,Male,Tablet,Organic Search,Homepage,65,9,0,0
416,1160,25-34,Male,Mobile,Direct,Homepage,34,3,0,1
417,1579,55+,Female,Tablet,Social Media,Blog,141,4,1,1
418,1800,18-24,Female,Tablet,Social Media,Homepage,150,7,0,1
419,1397,25-34,Female,Mobile,Referral,Homepage,314,3,1,1
420,1276,35-44,Female,Mobile,Direct,Product Page,109,6,1,1
421,1815,45-54,Female,Mobile,Organic Search,Pricing,303,3,1,1
422,1915,18-24,Female,Tablet,Organic Search,Homepage,67,6,0,0
423,1503,45-54,Male,Mobile,Referral,Blog,154,1,1,1
424,1895,25-34,Male,Mobile,Organic Search,Homepage,42,3,1,1
425,1391,25-34,Male,Mobile,Social Media,Homepage,87,4,0,1
426,1134,18-24,Male,Mobile,Direct,Product Page,350,2,0,1
427,1194,45-54,Male,Tablet,Direct,Homepage,43,3,1,1
428,1400,18-24,Male,Desktop,Direct,Pricing,299,4,1,1
429,1639,25-34,Female,Desktop,Direct,Pricing,59,4,0,1
430,1032,25-34,Other,Mobile,Direct,Blog,6,4,1,1
431,1687,45-54,Male,Mobile,Referral,Homepage,20,3,0,1
432,1459,35-44,Female,Tablet,Direct,Product Page,246,6,0,0
433,1954,35-44,Female,Mobile,Social Media,Homepage,54,1,0,0
434,1882,25-34,Male,Tablet,Social Media,Homepage,191,5,0,1
435,1469,35-44,Other,Mobile,Direct,Product Page,216,6,0,1
436,1374,25-34,Female,Mobile,Referral,Blog,76,4,0,1
437,1021,45-54,Male,Desktop,Organic Search,Homepage,115,7,0,1
438,1749,45-54,Female,Tablet,Organic Search,Homepage,93,4,0,1
439,1669,18-24,Male,Tablet,Paid Ads,Cart,529,7,1,1
440,1037,35-44,Female,Mobile,Social Media,Product Page,69,5,0,1
441,1229,18-24,Male,Mobile,Organic Search,Cart,36,8,1,1
442,1364,25-34,Female,Mobile,Direct,Cart,81,3,1,1
443,1562,25-34,Male,Desktop,Paid Ads,Product Page,199,3,1,1
444,1437,25-34,Female,Desktop,Referral,Homepage,215,4,0,1
445,1775,25-34,Male,Mobile,Direct,Blog,463,4,1,1
446,1282,35-44,Female,Tablet,Organic Search,Homepage,384,6,0,1
447,1026,25-34,Female,Desktop,Referral,Homepage,61,3,0,1
448,1225,35-44,Female,Desktop,Social Media,Blog,109,4,1,1
449,1276,25-34,Female,Mobile,Referral,Product Page,247,3,1,1
450,1797,18-24,Female,Mobile,Organic Search,Homepage,447,3,0,1
451,1608,35-44,Female,Tablet,Organic Search,Blog,74,2,0,1
452,1283,25-34,Female,Mobile,Social Media,Blog,105,4,0,1
453,1878,25-34,Female,Desktop,Organic Search,Homepage,413,7,0,1
454,1959,35-44,Female,Tablet,Direct,Homepage,79,5,0,1
455,1480,25-34,Male,Desktop,Paid Ads,Homepage,117,8,1,1
456,1452,18-24,Male,Mobile,Direct,Product Page,422,4,1,1
457,1828,25-34,Male,Mobile,Referral,Blog,291,10,1,0
458,1815,45-54,Female,Mobile,Social Media,Blog,50,5,0,1
459,1658,35-44,Male,Mobile,Direct,Blog,70,6,0,1
460,1515,35-44,Female,Mobile,Referral,Homepage,78,6,0,0
461,1546,35-44,Female,Mobile,Direct,Homepage,438,4,0,1
462,1191,18-24,Male,Mobile,Social Media,Homepage,1231,8,0,1
463,1048,25-34,Female,Mobile,Direct,Homepage,267,4,0,1
464,1511,35-44,Male,Mobile,Direct,Homepage,119,4,0,1
465,1016,18-24,Male,Mobile,Organic Search,Product Page,1,6,1,1
466,1171,25-34,Female,Mobile,Referral,Homepage,215,3,0,1
467,1219,25-34,Male,Desktop,Paid Ads,Blog,88,10,0,1
468,1157,25-34,Male,Mobile,Social Media,Blog,180,6,0,1
469,1476,55+,Female,Mobile,Direct,Product Page,167,10,0,1
470,1045,18-24,Male,Desktop,Direct,Homepage,117,4,0,1
471,1372,25-34,Other,Desktop,Direct,Pricing,520,8,0,0
472,1517,18-24,Other,Mobile,Social Media,Cart,4,6,0,1
473,1098,55+,Male,Desktop,Referral,Homepage,224,6,0,1
474,1891,18-24,Male,Tablet,Social Media,Blog,94,9,1,1
475,1744,25-34,Female,Desktop,Organic Search,Pricing,225,7,0,1
476,1036,35-44,Female,Mobile,Referral,Product Page,202,5,1,1
477,1279,35-44,Male,Desktop,Direct,Product Page,1,6,1,0
478,1348,25-34,Female,Mobile,Referral,Product Page,60,4,0,1
479,1496,25-34,Male,Mobile,Organic Search,Product Page,37,12,0,1
480,1301,25-34,Female,Tablet,Organic Search,Product Page,32,8,0,1
481,1180,25-34,Male,Mobile,Paid Ads,Cart,234,4,0,1
482,1606,18-24,Male,Tablet,Organic Search,Blog,49,4,0,0
483,1098,25-34,Male,Mobile,Referral,Homepage,115,5,0,1
484,1699,25-34,Other,Tablet,Referral,Product Page,51,7,0,1
485,1992,25-34,Female,Mobile,Direct,Blog,156,3,1,1
486,1115,35-44,Female,Mobile,Organic Search,Homepage,229,8,0,1
487,1190,55+,Male,Mobile,Direct,Product Page,72,5,1,1
488,1252,35-44,Male,Mobile,Referral,Cart,166,6,0,1
489,1980,18-24,Male,Mobile,Social Media,Product Page,313,4,0,1
490,1927,18-24,Female,Desktop,Social Media,Homepage,17,5,0,1
491,1982,55+,Female,Mobile,Social Media,Homepage,223,4,1,1
492,1160,25-34,Female,Desktop,Organic Search,Product Page,70,3,1,1
493,1255,18-24,Male,Mobile,Referral,Product Page,23,7,0,1
494,1322,25-34,Other,Mobile,Referral,Product Page,142,3,0,1
495,1127,35-44,Male,Tablet,Paid Ads,Product Page,46,6,0,1
496,1017,35-44,Other,Mobile,Social Media,Homepage,310,3,0,1
497,1792,25-34,Male,Desktop,Direct,Homepage,7,7,0,1
498,1734,18-24,Female,Desktop,Organic Search,Product Page,18,7,0,1
499,1565,55+,Male,Mobile,Direct,Homepage,132,4,0,1
500,1569,25-34,Male,Tablet,Direct,Pricing,160,3,1,1
501,1322,35-44,Female,Desktop,Paid Ads,Homepage,235,6,1,1
502,1871,35-44,Male,Mobile,Referral,Blog,54,7,0,1
503,1685,35-44,Male,Desktop,Paid Ads,Product Page,331,7,1,1
504,1791,25-34,Female,Mobile,Referral,Product Page,550,3,0,1
505,1625,25-34,Female,Mobile,Referral,Blog,124,8,0,1
506,1287,25-34,Female,Tablet,Organic Search,Product Page,257,3,1,1
507,1942,45-54,Male,Desktop,Referral,Blog,133,3,0,1
508,1853,45-54,Female,Desktop,Direct,Product Page,12,4,1,1
509,1662,18-24,Female,Desktop,Social Media,Product Page,71,5,0,1
510,1961,18-24,Male,Desktop,Organic Search,Blog,16,6,1,1
511,1638,45-54,Female,Tablet,Direct,Product Page,809,7,1,1
512,1154,35-44,Male,Mobile,Organic Search,Product Page,46,1,0,1
513,1489,45-54,Male,Mobile,Social Media,Blog,181,2,1,1
514,1385,18-24,Male,Mobile,Direct,Cart,60,4,1,0
515,1985,25-34,Male,Desktop,Paid Ads,Product Page,190,5,0,1
516,1784,35-44,Female,Mobile,Referral,Product Page,42,9,0,1
517,1103,35-44,Female,Mobile,Social Media,Homepage,276,9,1,0
518,1928,25-34,Other,Mobile,Social Media,Product Page,21,3,0,1
519,1392,18-24,Female,Tablet,Organic Search,Product Page,405,3,1,1
520,1810,25-34,Male,Desktop,Social Media,Pricing,330,7,0,1
521,1245,25-34,Female,Mobile,Organic Search,Product Page,204,6,0,1
522,1175,25-34,Female,Mobile,Paid Ads,Blog,12,6,1,1
523,1038,55+,Male,Mobile,Social Media,Homepage,42,3,0,1
524,1476,25-34,Female,Mobile,Organic Search,Product Page,353,8,0,1
525,1681,45-54,Other,Mobile,Social Media,Cart,23,2,0,1
526,1758,18-24,Female,Tablet,Social Media,Homepage,30,5,1,1
527,1537,35-44,Other,Tablet,Social Media,Homepage,141,3,0,1
528,1866,55+,Male,Mobile,Organic Search,Product Page,57,8,0,1
529,1817,18-24,Male,Mobile,Paid Ads,Blog,45,10,0,1
530,1920,18-24,Male,Mobile,Organic Search,Product Page,154,3,0,1
531,1407,25-34,Female,Mobile,Organic Search,Product Page,83,4,0,1
532,1524,18-24,Female,Mobile,Organic Search,Blog,27,6,0,1
533,1827,35-44,Other,Mobile,Social Media,Homepage,137,5,0,1
534,1505,45-54,Male,Mobile,Organic Search,Blog,88,2,0,1
535,1902,25-34,Male,Desktop,Organic Search,Homepage,238,2,0,1
536,1824,25-34,Female,Desktop,Social Media,Product Page,19,3,0,1
537,1035,25-34,Female,Desktop,Direct,Blog,174,3,0,1
538,1684,35-44,Male,Mobile,Organic Search,Pricing,103,6,0,1
539,1019,18-24,Female,Tablet,Organic Search,Blog,93,7,1,1
540,1320,25-34,Female,Tablet,Social Media,Blog,47,3,0,1
541,1775,35-44,Female,Mobile,Organic Search,Product Page,5,4,0,1
542,1511,35-44,Female,Mobile,Social Media,Homepage,338,7,0,1
543,1399,18-24,Male,Mobile,Organic Search,Homepage,71,2,0,1
544,1653,35-44,Other,Mobile,Organic Search,Pricing,205,3,0,0
545,1971,18-24,Female,Mobile,Social Media,Pricing,530,7,0,1
546,1882,18-24,Male,Mobile,Organic Search,Cart,149,6,0,1
547,1470,45-54,Male,Mobile,Organic Search,Homepage,91,6,0,1
548,1142,35-44,Female,Mobile,Social Media,Product Page,56,2,0,1
549,1091,18-24,Male,Mobile,Paid Ads,Product Page,489,5,0,1
550,1353,18-24,Male,Tablet,Direct,Blog,206,1,1,0
551,1833,18-24,Female,Mobile,Referral,Product Page,197,2,0,1
552,1799,25-34,Male,Desktop,Referral,Blog,99,5,1,1
553,1726,18-24,Female,Mobile,Paid Ads,Product Page,335,5,0,1
554,1958,18-24,Male,Mobile,Direct,Homepage,225,2,0,1
555,1853,25-34,Female,Mobile,Direct,Homepage,59,6,0,1
556,1050,35-44,Male,Mobile,Social Media,Homepage,164,4,0,1
557,1664,35-44,Male,Mobile,Organic Search,Product Page,101,2,0,0
558,1697,35-44,Male,Mobile,Direct,Homepage,1,4,0,1
559,1574,18-24,Other,Mobile,Paid Ads,Product Page,296,3,0,1
560,1189,55+,Female,Desktop,Social Media,Product Page,23,8,0,1
561,1124,45-54,Male,Mobile,Direct,Pricing,128,6,1,1
562,1149,45-54,Female,Desktop,Social Media,Pricing,73,2,0,1
563,1313,45-54,Female,Mobile,Social Media,Homepage,75,7,0,1
564,1569,45-54,Other,Desktop,Social Media,Homepage,116,8,0,1
565,1341,25-34,Male,Mobile,Social Media,Homepage,1047,4,1,1
566,1304,18-24,Female,Desktop,Social Media,Cart,94,7,0,1
567,1691,35-44,Male,Tablet,Direct,Product Page,36,5,0,1
568,1681,35-44,Male,Tablet,Referral,Homepage,171,4,1,1
569,1837,35-44,Other,Mobile,Referral,Pricing,48,4,0,0
570,1782,25-34,Female,Desktop,Organic Search,Product Page,20,5,0,1
571,1053,18-24,Male,Mobile,Referral,Pricing,9,5,0,1
572,1443,25-34,Male,Tablet,Organic Search,Homepage,4,7,0,1
573,1612,45-54,Female,Mobile,Organic Search,Product Page,101,5,0,0
574,1992,25-34,Female,Mobile,Direct,Product Page,100,5,0,1
575,1263,25-34,Male,Mobile,Organic Search,Pricing,36,7,0,1
576,1052,25-34,Other,Mobile,Organic Search,Pricing,275,7,1,1
577,1571,25-34,Male,Desktop,Social Media,Product Page,24,7,1,1
578,1619,45-54,Male,Tablet,Direct,Homepage,444,5,0,1
579,1004,35-44,Other,Desktop,Organic Search,Product Page,159,8,1,1
580,1102,35-44,Male,Desktop,Direct,Cart,5,5,0,1
581,1195,25-34,Male,Desktop,Direct,Product Page,593,4,0,1
582,1773,35-44,Female,Mobile,Direct,Blog,66,4,0,1
583,1876,18-24,Female,Mobile,Referral,Product Page,107,6,1,0
584,1991,35-44,Male,Mobile,Social Media,Product Page,60,5,0,1
585,1883,25-34,Other,Mobile,Organic Search,Product Page,234,4,0,1
586,1349,25-34,Female,Mobile,Organic Search,Blog,119,4,0,1
587,1046,35-44,Male,Mobile,Social Media,Pricing,25,2,0,1
588,1866,45-54,Female,Mobile,Direct,Product Page,19,6,1,1
589,1822,18-24,Male,Mobile,Organic Search,Product Page,232,2,0,1
590,1935,45-54,Male,Tablet,Organic Search,Product Page,48,3,0,1
591,1819,25-34,Female,Mobile,Direct,Homepage,26,9,0,1
592,1655,25-34,Other,Mobile,Direct,Cart,124,6,0,1
593,1268,18-24,Male,Mobile,Direct,Product Page,292,6,0,1
594,1369,25-34,Male,Mobile,Referral,Pricing,58,4,0,1
595,1635,25-34,Female,Mobile,Direct,Blog,58,2,0,1
596,1105,18-24,Male,Mobile,Direct,Blog,323,3,0,1
597,1669,25-34,Male,Mobile,Social Media,Cart,28,7,0,0
598,1658,45-54,Male,Mobile,Paid Ads,Product Page,172,5,0,0
599,1656,18-24,Female,Mobile,Social Media,Pricing,558,3,0,1
600,1119,35-44,Male,Mobile,Organic Search,Homepage,331,4,0,1
601,1830,25-34,Male,Desktop,Organic Search,Product Page,11,7,0,1
602,1786,35-44,Female,Mobile,Direct,Blog,69,4,1,1
603,1603,25-34,Female,Mobile,Paid Ads,Homepage,27,5,0,1
604,1057,18-24,Female,Mobile,Organic Search,Blog,536,5,0,0
605,1950,18-24,Male,Desktop,Organic Search,Blog,767,8,0,1
606,1345,18-24,Female,Mobile,Referral,Pricing,48,4,0,1
607,1740,18-24,Male,Desktop,Paid Ads,Product Page,199,6,1,1
608,1473,35-44,Male,Desktop,Organic Search,Blog,331,6,0,1
609,1116,45-54,Female,Mobile,Social Media,Product Page,47,5,1,1
610,1829,45-54,Male,Mobile,Direct,Blog,37,5,0,1
611,1790,35-44,Male,Mobile,Organic Search,Product Page,2,3,1,1
612,1126,18-24,Male,Mobile,Referral,Product Page,95,4,1,1
613,1392,25-34,Male,Mobile,Organic Search,Product Page,413,3,1,1
614,1907,25-34,Male,Mobile,Organic Search,Homepage,419,6,0,1
615,1640,18-24,Other,Mobile,Organic Search,Homepage,24,4,1,1
616,1057,25-34,Male,Mobile,Organic Search,Homepage,41,1,0,1
617,1633,25-34,Male,Desktop,Organic Search,Product Page,94,8,0,1
618,1512,25-34,Male,Mobile,Organic Search,Pricing,273,3,0,1
619,1750,25-34,Other,Tablet,Direct,Homepage,170,6,0,1
620,1801,45-54,Female,Tablet,Organic Search,Homepage,129,4,0,1
621,1095,35-44,Male,Tablet,Paid Ads,Product Page,161,5,1,1
622,1637,25-34,Female,Desktop,Social Media,Blog,18,3,1,1
623,1117,45-54,Male,Mobile,Direct,Homepage,116,8,0,1
624,1559,55+,Male,Mobile,Organic Search,Homepage,870,4,0,1
625,1600,25-34,Male,Mobile,Organic Search,Homepage,16,5,0,1
626,1487,25-34,Male,Mobile,Social Media,Product Page,131,4,0,1
627,1236,25-34,Male,Desktop,Social Media,Homepage,63,6,0,1
628,1884,45-54,Female,Tablet,Direct,Product Page,139,2,1,1
629,1896,45-54,Male,Mobile,Direct,Blog,153,6,1,1
630,1271,18-24,Female,Mobile,Direct,Product Page,155,3,0,1
631,1188,25-34,Male,Mobile,Social Media,Homepage,344,5,1,1
632,1998,25-34,Male,Mobile,Referral,Product Page,88,2,0,1
633,1703,25-34,Male,Mobile,Direct,Product Page,130,4,0,1
634,1446,18-24,Other,Mobile,Paid Ads,Cart,1,6,0,1
635,1580,45-54,Male,Desktop,Referral,Homepage,280,5,0,1
636,1789,35-44,Female,Mobile,Organic Search,Blog,54,2,0,1
637,1860,45-54,Male,Tablet,Organic Search,Blog,305,7,0,1
638,1246,45-54,Male,Desktop,Social Media,Homepage,55,5,0,1
639,1962,35-44,Male,Desktop,Direct,Cart,1,4,0,1
640,1075,25-34,Male,Mobile,Social Media,Product Page,30,5,1,0
641,1153,35-44,Male,Desktop,Direct,Blog,764,8,1,0
642,1655,18-24,Male,Desktop,Organic Search,Homepage,69,5,0,1
643,1434,35-44,Female,Mobile,Organic Search,Homepage,20,6,0,1
644,1996,18-24,Male,Mobile,Organic Search,Product Page,22,5,0,1
645,1085,35-44,Female,Tablet,Social Media,Product Page,66,4,0,1
646,1696,18-24,Male,Mobile,Direct,Product Page,6,6,1,0
647,1284,18-24,Female,Mobile,Organic Search,Product Page,128,3,0,1
648,1973,18-24,Female,Mobile,Direct,Product Page,43,5,0,1
649,1219,18-24,Male,Desktop,Organic Search,Product Page,131,3,0,1
650,1068,35-44,Male,Desktop,Organic Search,Homepage,27,7,0,1
651,1046,35-44,Female,Mobile,Direct,Product Page,101,4,0,1
652,1093,25-34,Female,Mobile,Social Media,Product Page,163,3,0,1
653,1749,18-24,Male,Tablet,Direct,Product Page,11,3,0,1
654,1957,18-24,Male,Desktop,Referral,Homepage,91,9,1,1
655,1452,18-24,Female,Desktop,Referral,Homepage,64,4,1,1
656,1203,18-24,Male,Mobile,Organic Search,Homepage,49,5,0,0
657,1911,45-54,Female,Mobile,Social Media,Cart,166,4,0,1
658,1217,18-24,Male,Mobile,Direct,Product Page,159,6,0,1
659,1473,25-34,Male,Desktop,Direct,Homepage,179,3,1,1
660,1431,18-24,Female,Mobile,Direct,Homepage,31,2,0,1
661,1340,18-24,Female,Mobile,Organic Search,Homepage,60,6,0,1
662,1550,25-34,Male,Mobile,Organic Search,Product Page,42,11,1,1
663,1611,35-44,Female,Mobile,Social Media,Homepage,139,5,0,1
664,1288,18-24,Female,Desktop,Direct,Product Page,111,5,0,1
665,1253,18-24,Female,Mobile,Organic Search,Product Page,72,9,0,1
666,1733,25-34,Male,Desktop,Organic Search,Pricing,277,7,0,1
667,1356,18-24,Female,Tablet,Direct,Product Page,17,2,0,1
668,1022,18-24,Female,Mobile,Organic Search,Product Page,663,4,0,1
669,1761,55+,Female,Desktop,Organic Search,Blog,22,3,0,1
670,1521,35-44,Female,Tablet,Organic Search,Product Page,266,5,0,1
671,1757,25-34,Male,Tablet,Organic Search,Blog,82,2,1,1
672,1836,25-34,Female,Mobile,Social Media,Blog,360,2,0,1
673,1099,25-34,Female,Mobile,Social Media,Product Page,13,1,0,1
674,1801,25-34,Male,Mobile,Organic Search,Product Page,84,6,0,0
675,1179,35-44,Male,Desktop,Organic Search,Cart,73,4,0,1
676,1222,35-44,Male,Desktop,Organic Search,Blog,897,3,0,1
677,1905,18-24,Female,Desktop,Direct,Cart,762,4,0,1
678,1761,25-34,Male,Mobile,Organic Search,Homepage,37,3,1,1
679,1658,25-34,Female,Mobile,Social Media,Product Page,178,5,0,1
680,1441,45-54,Other,Mobile,Organic Search,Cart,138,6,0,1
681,1607,35-44,Female,Mobile,Organic Search,Product Page,30,4,0,1
682,1768,25-34,Other,Desktop,Organic Search,Cart,33,4,0,0
683,1324,18-24,Other,Mobile,Organic Search,Homepage,815,3,0,1
684,1515,35-44,Male,Mobile,Direct,Cart,108,2,1,1
685,1015,18-24,Female,Mobile,Social Media,Product Page,24,5,0,1
686,1791,25-34,Male,Mobile,Referral,Homepage,43,5,0,1
687,1335,18-24,Female,Mobile,Organic Search,Pricing,56,3,0,1
688,1758,35-44,Male,Mobile,Organic Search,Homepage,128,4,1,1
689,1257,18-24,Other,Mobile,Organic Search,Homepage,73,3,1,1
690,1496,25-34,Female,Mobile,Direct,Homepage,109,6,0,1
691,1987,45-54,Female,Mobile,Organic Search,Blog,32,4,0,1
692,1895,18-24,Male,Desktop,Social Media,Cart,71,8,1,1
693,1159,25-34,Male,Mobile,Organic Search,Homepage,13,7,1,1
694,1474,25-34,Female,Desktop,Organic Search,Product Page,396,3,0,1
695,1851,18-24,Male,Desktop,Paid Ads,Homepage,39,4,0,0
696,1663,35-44,Female,Mobile,Social Media,Blog,254,7,0,1
697,1907,18-24,Male,Tablet,Direct,Homepage,77,8,0,1
698,1689,25-34,Female,Mobile,Direct,Homepage,115,4,1,1
699,1674,25-34,Male,Desktop,Social Media,Homepage,61,5,1,0
700,1379,35-44,Female,Tablet,Organic Search,Product Page,214,6,1,1
701,1544,35-44,Female,Desktop,Direct,Pricing,335,6,0,1
702,1928,25-34,Male,Mobile,Organic Search,Product Page,60,5,0,0
703,1956,18-24,Male,Mobile,Social Media,Homepage,49,4,0,1
704,1690,35-44,Male,Mobile,Direct,Product Page,205,8,1,0
705,1426,25-34,Female,Desktop,Direct,Blog,39,8,0,1
706,1612,45-54,Female,Desktop,Direct,Homepage,183,6,1,1
707,1267,45-54,Female,Mobile,Direct,Homepage,17,5,0,1
708,1834,45-54,Female,Mobile,Organic Search,Homepage,174,4,0,1
709,1576,25-34,Male,Desktop,Organic Search,Blog,129,5,1,1
710,1416,25-34,Male,Mobile,Organic Search,Product Page,21,1,1,1
711,1167,35-44,Male,Desktop,Direct,Product Page,188,3,1,1
712,1841,25-34,Male,Desktop,Paid Ads,Homepage,106,6,0,1
713,1042,18-24,Other,Mobile,Organic Search,Product Page,44,1,1,1
714,1555,45-54,Female,Desktop,Organic Search,Cart,78,6,0,1
715,1284,45-54,Male,Mobile,Social Media,Homepage,121,7,0,0
716,1396,25-34,Female,Mobile,Referral,Cart,17,6,1,0
717,1011,18-24,Female,Tablet,Social Media,Product Page,568,5,0,1
718,1606,25-34,Male,Desktop,Organic Search,Homepage,197,6,0,1
719,1301,45-54,Male,Mobile,Paid Ads,Product Page,19,3,0,1
720,1897,45-54,Male,Mobile,Referral,Cart,311,7,0,1
721,1252,18-24,Female,Mobile,Organic Search,Product Page,70,6,1,1
722,1498,18-24,Other,Mobile,Paid Ads,Pricing,163,3,1,1
723,1753,45-54,Female,Mobile,Social Media,Homepage,58,6,0,1
724,1034,25-34,Male,Mobile,Social Media,Product Page,237,5,0,1
725,1726,25-34,Male,Mobile,Social Media,Pricing,231,5,1,0
726,1848,55+,Female,Mobile,Referral,Cart,144,8,0,0
727,1089,18-24,Female,Mobile,Direct,Product Page,49,4,0,1
728,1775,35-44,Female,Tablet,Organic Search,Product Page,52,7,0,1
729,1604,18-24,Female,Desktop,Paid Ads,Homepage,86,12,0,1
730,1921,25-34,Male,Mobile,Organic Search,Homepage,28,5,0,1
731,1969,45-54,Female,Mobile,Direct,Homepage,74,3,0,1
732,1601,25-34,Female,Mobile,Direct,Homepage,207,6,0,1
733,1417,55+,Male,Mobile,Organic Search,Homepage,319,5,0,1
734,1114,25-34,Female,Mobile,Organic Search,Product Page,72,5,0,1
735,1616,25-34,Male,Desktop,Referral,Cart,47,9,1,1
736,1902,18-24,Male,Desktop,Social Media,Blog,321,6,0,1
737,1195,25-34,Male,Desktop,Direct,Product Page,398,4,0,1
738,1825,25-34,Male,Mobile,Social Media,Cart,94,5,0,1
739,1500,18-24,Male,Tablet,Direct,Homepage,4,7,0,1
740,1625,25-34,Male,Tablet,Social Media,Product Page,213,6,1,1
741,1492,25-34,Female,Mobile,Organic Search,Product Page,275,9,0,0
742,1074,35-44,Female,Mobile,Social Media,Homepage,3,6,0,1
743,1412,35-44,Male,Mobile,Referral,Blog,162,8,0,1
744,1375,35-44,Male,Mobile,Social Media,Homepage,159,4,0,1
745,1419,18-24,Female,Desktop,Organic Search,Homepage,85,4,0,1
746,1728,18-24,Male,Mobile,Paid Ads,Homepage,249,4,0,0
747,1276,35-44,Male,Mobile,Direct,Cart,100,4,0,1
748,1760,25-34,Female,Mobile,Organic Search,Blog,203,3,0,0
749,1675,18-24,Female,Mobile,Paid Ads,Blog,131,6,1,1
750,1393,45-54,Female,Desktop,Direct,Product Page,51,6,0,1
751,1868,35-44,Female,Mobile,Organic Search,Homepage,167,4,0,1
752,1456,25-34,Male,Desktop,Organic Search,Product Page,240,6,1,1
753,1919,18-24,Female,Mobile,Direct,Product Page,656,3,0,1
754,1191,35-44,Male,Mobile,Direct,Homepage,86,7,0,1
755,1738,25-34,Male,Mobile,Organic Search,Blog,11,6,0,1
756,1688,35-44,Male,Desktop,Organic Search,Homepage,795,4,0,1
757,1098,35-44,Female,Mobile,Organic Search,Homepage,175,5,0,1
758,1547,45-54,Male,Mobile,Social Media,Pricing,526,2,1,1
759,1977,25-34,Other,Mobile,Organic Search,Blog,19,3,0,1
760,1998,18-24,Female,Mobile,Organic Search,Product Page,75,5,0,0
761,1095,35-44,Female,Tablet,Direct,Product Page,25,7,0,1
762,1663,35-44,Female,Mobile,Direct,Product Page,324,4,0,1
763,1662,35-44,Female,Mobile,Social Media,Blog,382,6,1,1
764,1189,18-24,Female,Mobile,Social Media,Blog,125,3,0,1
765,1735,18-24,Male,Desktop,Social Media,Product Page,37,8,0,1
766,1036,45-54,Female,Mobile,Social Media,Cart,24,5,0,1
767,1779,35-44,Female,Desktop,Paid Ads,Cart,159,3,0,1
768,1368,45-54,Other,Desktop,Direct,Product Page,127,5,1,1
769,1694,35-44,Female,Mobile,Organic Search,Pricing,213,7,0,1
770,1524,25-34,Female,Mobile,Social Media,Product Page,65,4,0,1
771,1278,35-44,Female,Mobile,Social Media,Product Page,92,4,1,1
772,1216,45-54,Female,Desktop,Direct,Homepage,3,6,1,1
